gesetzKuerzel;gesetzName;paragraf;absatz;titel;inhalt;mangelVorgefunden;rechtsgrundlage;handlungsaufforderung
ArbStättV ;Verordnung über Arbeitsstätten;​4.3;3;Erste-Hilfe-Räume;(3) Sie sind mit den erforderlichen Mitteln und Einrichtungen zur Ersten Hilfe auszustatten. An einer deutlich gekennzeichneten Stelle müssen Anschrift und Telefonnummer der örtlichen Rettungsdienste angegeben sein.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​4.3;4;Erste-Hilfe-Räume;(4) Darüber hinaus sind überall dort, wo es die Arbeitsbedingungen erfordern, Mittel und Einrichtungen zur Ersten Hilfe aufzubewahren. Sie müssen leicht zugänglich und einsatzbereit sein. Die Aufbewahrungsstellen müssen als solche gekennzeichnet und gut erreichbar sein.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​4.4;1;Unterkünfte;(1) Der Arbeitgeber hat angemessene Unterkünfte für Beschäftigte zur Verfügung zu stellen, gegebenenfalls auch außerhalb des Geländes eines Betriebes oder einer Baustelle, wenn es aus Gründen der Sicherheit, zum Schutz der Gesundheit oder aus Gründen der menschengerechten Gestaltung der Arbeit erforderlich ist. Die Bereitstellung angemessener Unterkünfte kann insbesondere wegen der Abgelegenheit der Arbeitsstätte, der Art der auszuübenden Tätigkeiten oder der Anzahl der im Betrieb beschäftigten Personen erforderlich sein. Sie ist stets erforderlich, wenn den Beschäftigten im Zusammenhang mit der Anwerbung oder Entsendung zur zeitlich befristeten Erbringung einer vertraglich geschuldeten Arbeitsleistung die Bereitstellung oder Vermittlung einer Unterbringung in Gemeinschaftsunterkünften in Aussicht gestellt wird und zu erwarten ist, dass der Beschäftigte die Verpflichtung zur Erbringung seiner Arbeitsleistung anderenfalls nicht eingehen würde. Kann der Arbeitgeber erforderliche Unterkünfte innerhalb des Geländes eines Betriebes oder einer Baustelle nicht zur Verfügung stellen, hat er für eine andere angemessene Unterbringung der Beschäftigten außerhalb des Geländes eines Betriebes oder einer Baustelle zu sorgen. Wird die Unterkunft als Gemeinschaftsunterkunft außerhalb des Geländes eines Betriebes oder einer Baustelle durch den Arbeitgeber oder auf dessen Veranlassung durch Dritte zur Verfügung gestellt, so hat der Arbeitgeber auch in diesem Fall für die Angemessenheit der Unterkunft zu sorgen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​4.4;2;Unterkünfte;(2) Unterkünfte müssen entsprechend ihrer Belegungszahl und der Dauer der Unterbringung ausgestattet sein mit: 1.Wohn- und Schlafbereich (Betten, Schränken, Tischen, Stühlen),2.Essbereich,3.Sanitäreinrichtungen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​4.4;3;Unterkünfte;(3) Wird die Unterkunft von Männern und Frauen gemeinsam genutzt, ist dies bei der Zuteilung der Räume zu berücksichtigen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​4.4;4;Unterkünfte;(4) Der Arbeitgeber hat die Unterbringung von Beschäftigten in Gemeinschaftsunterkünften innerhalb oder außerhalb des Geländes eines Betriebes oder einer Baustelle nach den Sätzen 2 und 3 zu dokumentieren. In der Dokumentation sind anzugeben: 1.die Adressen der Gemeinschaftsunterkünfte,2.die Unterbringungskapazitäten der Gemeinschaftsunterkünfte,3.die Zuordnung der untergebrachten Beschäftigten zu den Gemeinschaftsunterkünften sowie4.der zugehörige Zeitraum der Unterbringung der jeweiligen Beschäftigten.Die Dokumentation muss ab Beginn der Bereitstellung der Gemeinschaftsunterkünfte am Ort der Leistungserbringung verfügbar sein. Die Dokumentation ist nach Beendigung der Unterbringung vier Wochen aufzubewahren.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​5.1;;Arbeitsplätze in nicht allseits umschlossenen Arbeitsstätten und Arbeitsplätze im Freien;Arbeitsplätze in nicht allseits umschlossenen Arbeitsstätten und Arbeitsplätze im Freien sind so einzurichten und zu betreiben, dass sie von den Beschäftigten bei jeder Witterung sicher und ohne Gesundheitsgefährdung erreicht, benutzt und wieder verlassen werden können.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​5.1;;Arbeitsplätze in nicht allseits umschlossenen Arbeitsstätten und Arbeitsplätze im Freien;Dazu gehört, dass diese Arbeitsplätze gegen Witterungseinflüsse geschützt sind oder den Beschäftigten geeignete persönliche Schutzausrüstungen zur Verfügung gestellt werden.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​5.1;;Arbeitsplätze in nicht allseits umschlossenen Arbeitsstätten und Arbeitsplätze im Freien;Werden die Beschäftigten auf Arbeitsplätzen im Freien beschäftigt, so sind die Arbeitsplätze nach Möglichkeit so einzurichten, dass die Beschäftigten nicht gesundheitsgefährdenden äußeren Einwirkungen ausgesetzt sind.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​5.2;1;Baustellen;(1) Die Beschäftigten müssen a)sich gegen Witterungseinflüsse geschützt umkleiden, waschen und wärmen können,b)über Einrichtungen verfügen, um ihre Mahlzeiten einnehmen und gegebenenfalls auch zubereiten zu können,c)in der Nähe der Arbeitsplätze über Trinkwasser oder ein anderes alkoholfreies Getränk verfügen können.Weiterhin sind auf Baustellen folgende Anforderungen umzusetzen: d)Sind Umkleideräume nicht erforderlich, muss für jeden regelmäßig auf der Baustelle anwesenden Beschäftigten eine Kleiderablage und ein abschließbares Fach vorhanden sein, damit persönliche Gegenstände unter Verschluss aufbewahrt werden können.e)Unter Berücksichtigung der Arbeitsverfahren und der physischen Belastungen der Beschäftigten ist dafür zu sorgen, dass ausreichend gesundheitlich zuträgliche Atemluft vorhanden ist.f)Beschäftigte müssen die Möglichkeit haben, Arbeitskleidung und Schutzkleidung außerhalb der Arbeitszeit zu lüften und zu trocknen.g)In regelmäßigen Abständen sind geeignete Versuche und Übungen an Feuerlöscheinrichtungen und Brandmelde- und Alarmanlagen durchzuführen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​5.2;2;Baustellen;(2) Schutzvorrichtungen, die ein Abstürzen von Beschäftigten an Arbeitsplätzen und Verkehrswegen auf Baustellen verhindern, müssen vorhanden sein: 1.unabhängig von der Absturzhöhe bei a)Arbeitsplätzen am und über Wasser oder an und über anderen festen oder flüssigen Stoffen, in denen man versinken kann,b)Verkehrswegen über Wasser oder anderen festen oder flüssigen Stoffen, in denen man versinken kann,2.bei mehr als 1 Meter Absturzhöhe an Wandöffnungen, an freiliegenden Treppenläufen und -absätzen sowie3.bei mehr als 2 Meter Absturzhöhe an allen übrigen Arbeitsplätzen.Bei einer Absturzhöhe bis zu 3 Metern ist eine Schutzvorrichtung entbehrlich an Arbeitsplätzen und Verkehrswegen auf Dächern und Geschossdecken von baulichen Anlagen mit bis zu 22,5 Grad Neigung und nicht mehr als 50 Quadratmeter Grundfläche, sofern die Arbeiten von hierfür fachlich qualifizierten und körperlich geeigneten Beschäftigten ausgeführt werden und diese Beschäftigten besonders unterwiesen sind. Die Absturzkante muss für die Beschäftigten deutlich erkennbar sein.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​5.2;3;Baustellen;(3) Räumliche Begrenzungen der Arbeitsplätze, Materialien, Ausrüstungen und ganz allgemein alle Elemente, die durch Ortsveränderung die Sicherheit und die Gesundheit der Beschäftigten beeinträchtigen können, müssen auf geeignete Weise stabilisiert werden. Hierzu zählen auch Maßnahmen, die verhindern, dass Fahrzeuge, Erdbaumaschinen und Förderzeuge abstürzen, umstürzen, abrutschen oder einbrechen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​5.2;4;Baustellen;(4) Werden Beförderungsmittel auf Verkehrswegen verwendet, so müssen für andere, den Verkehrsweg nutzende Personen ein ausreichender Sicherheitsabstand oder geeignete Schutzvorrichtungen vorgesehen werden. Die Wege müssen regelmäßig überprüft und gewartet werden.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​5.2;5;Baustellen;"(5) Bei Arbeiten, aus denen sich im besonderen Maße Gefährdungen für die Beschäftigten ergeben können, müssen geeignete Sicherheitsvorkehrungen getroffen werden. Dies gilt insbesondere für Abbrucharbeiten sowie Montage- oder Demontagearbeiten. Zur Erfüllung der Schutzmaßnahmen des Satzes 1 sind a)bei Arbeiten an erhöhten oder tiefer gelegenen Standorten Standsicherheit und Stabilität der Arbeitsplätze und ihrer Zugänge auf geeignete Weise zu gewährleisten und zu überprüfen, insbesondere nach einer Veränderung der Höhe oder Tiefe des Arbeitsplatzes,b)bei Aushubarbeiten, Brunnenbauarbeiten, unterirdischen oder Tunnelarbeiten die Erd- oder Felswände so abzuböschen, zu verbauen oder anderweitig so zu sichern, dass sie während der einzelnen Bauzustände standsicher sind; vor Beginn von Erdarbeiten sind geeignete Maßnahmen durchzuführen, um die Gefährdung durch unterirdisch verlegte Kabel und andere Versorgungsleitungen festzustellen und auf ein Mindestmaß zu verringern,c)bei Arbeiten, bei denen Sauerstoffmangel auftreten kann, geeignete Maßnahmen zu treffen, um einer Gefahr vorzubeugen und eine wirksame und sofortige Hilfeleistung zu ermöglichen; Einzelarbeitsplätze in Bereichen, in denen erhöhte Gefährdung durch Sauerstoffmangel besteht, sind nur zulässig, wenn diese ständig von außen überwacht werden und alle geeigneten Vorkehrungen getroffen sind, um eine wirksame und sofortige Hilfeleistung zu ermöglichen,d)beim Auf-, Um- sowie Abbau von Spundwänden und Senkkästen angemessene Vorrichtungen vorzusehen, damit sich die Beschäftigten beim Eindringen von Wasser und Material retten können,e)bei Laderampen Absturzsicherungen vorzusehen,f)bei Arbeiten, bei denen mit Gefährdungen aus dem Verkehr von Land-, Wasser- oder Luftfahrzeugen zu rechnen ist, geeignete Vorkehrungen zu treffen.Abbrucharbeiten, Montage- oder Demontagearbeiten, insbesondere der Auf- oder Abbau von Stahl- oder Betonkonstruktionen, die Montage oder Demontage von Verbau zur Sicherung von Erd- oder Felswänden oder Senkkästen sind fachkundig zu planen und nur unter fachkundiger Aufsicht sowie nach schriftlicher Abbruch-, Montage- oder Demontageanweisung durchzuführen; die Abbruch-, Montage- oder Demontageanweisung muss die erforderlichen sicherheitstechnischen Angaben enthalten; auf die Schriftform kann verzichtet werden, wenn für die jeweiligen Abbruch-, Montage- oder Demontagearbeiten besondere sicherheitstechnische Angaben nicht erforderlich sind.";;;
ArbStättV ;Verordnung über Arbeitsstätten;​5.2;6;Baustellen;(6) Vorhandene elektrische Freileitungen müssen nach Möglichkeit außerhalb des Baustellengeländes verlegt oder freigeschaltet werden. Wenn dies nicht möglich ist, sind geeignete Abschrankungen, Abschirmungen oder Hinweise anzubringen, um Fahrzeuge und Einrichtungen von diesen Leitungen fern zu halten.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.1;1;Allgemeine Anforderungen an Bildschirmarbeitsplätze;(1) Bildschirmarbeitsplätze sind so einzurichten und zu betreiben, dass die Sicherheit und der Schutz der Gesundheit der Beschäftigten gewährleistet sind. Die Grundsätze der Ergonomie sind auf die Bildschirmarbeitsplätze und die erforderlichen Arbeitsmittel sowie die für die Informationsverarbeitung durch die Beschäftigten erforderlichen Bildschirmgeräte entsprechend anzuwenden.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.1;2;Allgemeine Anforderungen an Bildschirmarbeitsplätze;(2) Der Arbeitgeber hat dafür zu sorgen, dass die Tätigkeiten der Beschäftigten an Bildschirmgeräten insbesondere durch andere Tätigkeiten oder regelmäßige Erholungszeiten unterbrochen werden.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.1;3;Allgemeine Anforderungen an Bildschirmarbeitsplätze;(3) Für die Beschäftigten ist ausreichend Raum für wechselnde Arbeitshaltungen und -bewegungen vorzusehen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.1;4;Allgemeine Anforderungen an Bildschirmarbeitsplätze;(4) Die Bildschirmgeräte sind so aufzustellen und zu betreiben, dass die Oberflächen frei von störenden Reflexionen und Blendungen sind.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.1;5;Allgemeine Anforderungen an Bildschirmarbeitsplätze;(5) Die Arbeitstische oder Arbeitsflächen müssen eine reflexionsarme Oberfläche haben und so aufgestellt werden, dass die Oberflächen bei der Arbeit frei von störenden Reflexionen und Blendungen sind.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.1;6;Allgemeine Anforderungen an Bildschirmarbeitsplätze;(6) Die Arbeitsflächen sind entsprechend der Arbeitsaufgabe so zu bemessen, dass alle Eingabemittel auf der Arbeitsfläche variabel angeordnet werden können und eine flexible Anordnung des Bildschirms, des Schriftguts und der sonstigen Arbeitsmittel möglich ist. Die Arbeitsfläche vor der Tastatur muss ein Auflegen der Handballen ermöglichen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.1;7;Allgemeine Anforderungen an Bildschirmarbeitsplätze;(7) Auf Wunsch der Beschäftigten hat der Arbeitgeber eine Fußstütze und einen Manuskripthalter zur Verfügung zu stellen, wenn eine ergonomisch günstige Arbeitshaltung auf andere Art und Weise nicht erreicht werden kann.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.1;8;Allgemeine Anforderungen an Bildschirmarbeitsplätze;"(8) Die Beleuchtung muss der Art der Arbeitsaufgabe entsprechen und an das Sehvermögen der Beschäftigten angepasst sein; ein angemessener Kontrast zwischen Bildschirm und Arbeitsumgebung ist zu gewährleisten. Durch die Gestaltung des Bildschirmarbeitsplatzes sowie der Auslegung und der Anordnung der Beleuchtung sind störende Blendungen, Reflexionen oder Spiegelungen auf dem Bildschirm und den sonstigen Arbeitsmitteln zu vermeiden.";;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.1;9;Allgemeine Anforderungen an Bildschirmarbeitsplätze;(9) Werden an einem Arbeitsplatz mehrere Bildschirmgeräte oder Bildschirme betrieben, müssen diese ergonomisch angeordnet sein. Die Eingabegeräte müssen sich eindeutig dem jeweiligen Bildschirmgerät zuordnen lassen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.1;10;Allgemeine Anforderungen an Bildschirmarbeitsplätze;(10) Die Arbeitsmittel dürfen nicht zu einer erhöhten, gesundheitlich unzuträglichen Wärmebelastung am Arbeitsplatz führen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.2;1;Allgemeine Anforderungen an Bildschirme und Bildschirmgeräte;(1) Die Text- und Grafikdarstellungen auf dem Bildschirm müssen entsprechend der Arbeitsaufgabe und dem Sehabstand scharf und deutlich sowie ausreichend groß sein. Der Zeichen- und der Zeilenabstand müssen angemessen sein. Die Zeichengröße und der Zeilenabstand müssen auf dem Bildschirm individuell eingestellt werden können.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.2;2;Allgemeine Anforderungen an Bildschirme und Bildschirmgeräte;(2) Das auf dem Bildschirm dargestellte Bild muss flimmerfrei sein. Das Bild darf keine Verzerrungen aufweisen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.2;3;Allgemeine Anforderungen an Bildschirme und Bildschirmgeräte;(3) Die Helligkeit der Bildschirmanzeige und der Kontrast der Text- und Grafikdarstellungen auf dem Bildschirm müssen von den Beschäftigten einfach eingestellt werden können. Sie müssen den Verhältnissen der Arbeitsumgebung individuell angepasst werden können.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.2;4;Allgemeine Anforderungen an Bildschirme und Bildschirmgeräte;(4) Die Bildschirmgröße und -form müssen der Arbeitsaufgabe angemessen sein.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.2;5;Allgemeine Anforderungen an Bildschirme und Bildschirmgeräte;(5) Die von den Bildschirmgeräten ausgehende elektromagnetische Strahlung muss so niedrig gehalten werden, dass die Sicherheit und die Gesundheit der Beschäftigten nicht gefährdet werden.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.3;1;Anforderungen an Bildschirmgeräte und Arbeitsmittel für die ortsgebundene Verwendung an Arbeitsplätzen;(1) Bildschirme müssen frei und leicht dreh- und neigbar sein sowie über reflexionsarme Oberflächen verfügen. Bildschirme, die über reflektierende Oberflächen verfügen, dürfen nur dann betrieben werden, wenn dies aus zwingenden aufgabenbezogenen Gründen erforderlich ist.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.3;2;Anforderungen an Bildschirmgeräte und Arbeitsmittel für die ortsgebundene Verwendung an Arbeitsplätzen;(2) Tastaturen müssen die folgenden Eigenschaften aufweisen: 1.sie müssen vom Bildschirm getrennte Einheiten sein,2.sie müssen neigbar sein,3.die Oberflächen müssen reflexionsarm sein,4.die Form und der Anschlag der Tasten müssen den Arbeitsaufgaben angemessen sein und eine ergonomische Bedienung ermöglichen,5.die Beschriftung der Tasten muss sich vom Untergrund deutlich abheben und bei normaler Arbeitshaltung gut lesbar sein.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​6.3;3;Anforderungen an Bildschirmgeräte und Arbeitsmittel für die ortsgebundene Verwendung an Arbeitsplätzen;(3) Alternative Eingabemittel (zum Beispiel Eingabe über den Bildschirm, Spracheingabe, Scanner) dürfen nur eingesetzt werden, wenn dadurch die Arbeitsaufgaben leichter ausgeführt werden können und keine zusätzlichen Belastungen für die Beschäftigten entstehen.;;;
